"","Province/State","Country/Region","Lat","Long","Date","Value"
"213","","Tunisia",34,9,"1/22/20",0
"214","","Turkey",38.9637,35.2433,"1/22/20",0
"215","","Uganda",1,32,"1/22/20",0
"216","","Ukraine",48.3794,31.1656,"1/22/20",0
"217","","United Arab Emirates",24,54,"1/22/20",0
"218","Bermuda","United Kingdom",32.3078,-64.7505,"1/22/20",0
"219","Cayman Islands","United Kingdom",19.3133,-81.2546,"1/22/20",0
"220","Channel Islands","United Kingdom",49.3723,-2.3644,"1/22/20",0
"221","Gibraltar","United Kingdom",36.1408,-5.3536,"1/22/20",0
"222","Isle of Man","United Kingdom",54.2361,-4.5481,"1/22/20",0
"223","Montserrat","United Kingdom",16.7425,-62.1874,"1/22/20",0
"224","","United Kingdom",55.3781,-3.436,"1/22/20",0
"225","","Uruguay",-32.5228,-55.7658,"1/22/20",0
"226","","US",37.0902,-95.7129,"1/22/20",0
"227","","Uzbekistan",41.3775,64.5853,"1/22/20",0
"228","","Venezuela",6.4238,-66.5897,"1/22/20",0
"229","","Vietnam",16,108,"1/22/20",0
"230","","Zambia",-15.4167,28.2833,"1/22/20",0
"231","","Zimbabwe",-20,30,"1/22/20",0
"232","Diamond Princess","Canada",0,0,"1/22/20",0
"233","","Dominica",15.415,-61.371,"1/22/20",0
"234","","Grenada",12.1165,-61.679,"1/22/20",0
"235","","Mozambique",-18.665695,35.529562,"1/22/20",0
"236","","Syria",34.802075,38.996815,"1/22/20",0
"237","","Timor-Leste",-8.874217,125.727539,"1/22/20",0
"238","","Belize",13.1939,-59.5432,"1/22/20",0
"239","Recovered","Canada",0,0,"1/22/20",0
"240","","Laos",19.85627,102.495496,"1/22/20",0
"241","","Libya",26.3351,17.228331,"1/22/20",0
"242","","West Bank and Gaza",31.9522,35.2332,"1/22/20",0
"243","","Guinea-Bissau",11.8037,-15.1804,"1/22/20",0
"244","","Mali",17.570692,-3.996166,"1/22/20",0
"245","","Saint Kitts and Nevis",17.357822,-62.782998,"1/22/20",0
"246","Northwest Territories","Canada",64.8255,-124.8457,"1/22/20",0
"247","Yukon","Canada",64.2823,-135,"1/22/20",0
"248","","Kosovo",42.602636,20.902977,"1/22/20",0
"249","","Afghanistan",33,65,"1/23/20",0
"250","","Albania",41.1533,20.1683,"1/23/20",0
"251","","Algeria",28.0339,1.6596,"1/23/20",0
"252","","Andorra",42.5063,1.5218,"1/23/20",0
"253","","Angola",-11.2027,17.8739,"1/23/20",0
"254","","Antigua and Barbuda",17.0608,-61.7964,"1/23/20",0
"255","","Argentina",-38.4161,-63.6167,"1/23/20",0
"256","","Armenia",40.0691,45.0382,"1/23/20",0
"257","Australian Capital Territory","Australia",-35.4735,149.0124,"1/23/20",0
"258","New South Wales","Australia",-33.8688,151.2093,"1/23/20",0
"259","Northern Territory","Australia",-12.4634,130.8456,"1/23/20",0
"260","Queensland","Australia",-28.0167,153.4,"1/23/20",0
"261","South Australia","Australia",-34.9285,138.6007,"1/23/20",0
"262","Tasmania","Australia",-41.4545,145.9707,"1/23/20",0
"263","Victoria","Australia",-37.8136,144.9631,"1/23/20",0
"264","Western Australia","Australia",-31.9505,115.8605,"1/23/20",0
"265","","Austria",47.5162,14.5501,"1/23/20",0
"266","","Azerbaijan",40.1431,47.5769,"1/23/20",0
"267","","Bahamas",25.0343,-77.3963,"1/23/20",0
"268","","Bahrain",26.0275,50.55,"1/23/20",0
"269","","Bangladesh",23.685,90.3563,"1/23/20",0
"270","","Barbados",13.1939,-59.5432,"1/23/20",0
"271","","Belarus",53.7098,27.9534,"1/23/20",0
"272","","Belgium",50.8333,4,"1/23/20",0
"273","","Benin",9.3077,2.3158,"1/23/20",0
"274","","Bhutan",27.5142,90.4336,"1/23/20",0
"275","","Bolivia",-16.2902,-63.5887,"1/23/20",0
"276","","Bosnia and Herzegovina",43.9159,17.6791,"1/23/20",0
"277","","Brazil",-14.235,-51.9253,"1/23/20",0
"278","","Brunei",4.5353,114.7277,"1/23/20",0
"279","","Bulgaria",42.7339,25.4858,"1/23/20",0
"280","","Burkina Faso",12.2383,-1.5616,"1/23/20",0
"281","","Cabo Verde",16.5388,-23.0418,"1/23/20",0
"282","","Cambodia",11.55,104.9167,"1/23/20",0
"283","","Cameroon",3.848,11.5021,"1/23/20",0
"284","Alberta","Canada",53.9333,-116.5765,"1/23/20",0
"285","British Columbia","Canada",49.2827,-123.1207,"1/23/20",0
"286","Grand Princess","Canada",37.6489,-122.6655,"1/23/20",0
"287","Manitoba","Canada",53.7609,-98.8139,"1/23/20",0
"288","New Brunswick","Canada",46.5653,-66.4619,"1/23/20",0
"289","Newfoundland and Labrador","Canada",53.1355,-57.6604,"1/23/20",0
"290","Nova Scotia","Canada",44.682,-63.7443,"1/23/20",0
"291","Ontario","Canada",51.2538,-85.3232,"1/23/20",0
"292","Prince Edward Island","Canada",46.5107,-63.4168,"1/23/20",0
"293","Quebec","Canada",52.9399,-73.5491,"1/23/20",0
"294","Saskatchewan","Canada",52.9399,-106.4509,"1/23/20",0
"295","","Central African Republic",6.6111,20.9394,"1/23/20",0
"296","","Chad",15.4542,18.7322,"1/23/20",0
"297","","Chile",-35.6751,-71.543,"1/23/20",0
"298","Anhui","China",31.8257,117.2264,"1/23/20",0
"299","Beijing","China",40.1824,116.4142,"1/23/20",0
"300","Chongqing","China",30.0572,107.874,"1/23/20",0
"301","Fujian","China",26.0789,117.9874,"1/23/20",0
"302","Gansu","China",37.8099,101.0583,"1/23/20",0
"303","Guangdong","China",23.3417,113.4244,"1/23/20",0
"304","Guangxi","China",23.8298,108.7881,"1/23/20",0
"305","Guizhou","China",26.8154,106.8748,"1/23/20",0
"306","Hainan","China",19.1959,109.7453,"1/23/20",0
"307","Hebei","China",39.549,116.1306,"1/23/20",1
"308","Heilongjiang","China",47.862,127.7615,"1/23/20",0
"309","Henan","China",33.882,113.614,"1/23/20",0
"310","Hong Kong","China",22.3,114.2,"1/23/20",0
"311","Hubei","China",30.9756,112.2707,"1/23/20",17
"312","Hunan","China",27.6104,111.7088,"1/23/20",0
"313","Inner Mongolia","China",44.0935,113.9448,"1/23/20",0
"314","Jiangsu","China",32.9711,119.455,"1/23/20",0
"315","Jiangxi","China",27.614,115.7221,"1/23/20",0
"316","Jilin","China",43.6661,126.1923,"1/23/20",0
"317","Liaoning","China",41.2956,122.6085,"1/23/20",0
"318","Macau","China",22.1667,113.55,"1/23/20",0
"319","Ningxia","China",37.2692,106.1655,"1/23/20",0
"320","Qinghai","China",35.7452,95.9956,"1/23/20",0
"321","Shaanxi","China",35.1917,108.8701,"1/23/20",0
"322","Shandong","China",36.3427,118.1498,"1/23/20",0
"323","Shanghai","China",31.202,121.4491,"1/23/20",0
"324","Shanxi","China",37.5777,112.2922,"1/23/20",0
"325","Sichuan","China",30.6171,102.7103,"1/23/20",0
"326","Tianjin","China",39.3054,117.323,"1/23/20",0
"327","Tibet","China",31.6927,88.0924,"1/23/20",0
"328","Xinjiang","China",41.1129,85.2401,"1/23/20",0
"329","Yunnan","China",24.974,101.487,"1/23/20",0
"330","Zhejiang","China",29.1832,120.0934,"1/23/20",0
"331","","Colombia",4.5709,-74.2973,"1/23/20",0
"332","","Congo (Brazzaville)",-4.0383,21.7587,"1/23/20",0
"333","","Congo (Kinshasa)",-4.0383,21.7587,"1/23/20",0
"334","","Costa Rica",9.7489,-83.7534,"1/23/20",0
"335","","Cote d'Ivoire",7.54,-5.5471,"1/23/20",0
"336","","Croatia",45.1,15.2,"1/23/20",0
"337","","Diamond Princess",0,0,"1/23/20",0
"338","","Cuba",22,-80,"1/23/20",0
"339","","Cyprus",35.1264,33.4299,"1/23/20",0
"340","","Czechia",49.8175,15.473,"1/23/20",0
"341","Faroe Islands","Denmark",61.8926,-6.9118,"1/23/20",0
"342","Greenland","Denmark",71.7069,-42.6043,"1/23/20",0
"343","","Denmark",56.2639,9.5018,"1/23/20",0
"344","","Djibouti",11.8251,42.5903,"1/23/20",0
"345","","Dominican Republic",18.7357,-70.1627,"1/23/20",0
"346","","Ecuador",-1.8312,-78.1834,"1/23/20",0
"347","","Egypt",26,30,"1/23/20",0
"348","","El Salvador",13.7942,-88.8965,"1/23/20",0
"349","","Equatorial Guinea",1.5,10,"1/23/20",0
"350","","Eritrea",15.1794,39.7823,"1/23/20",0
"351","","Estonia",58.5953,25.0136,"1/23/20",0
"352","","Eswatini",-26.5225,31.4659,"1/23/20",0
"353","","Ethiopia",9.145,40.4897,"1/23/20",0
"354","","Fiji",-17.7134,178.065,"1/23/20",0
"355","","Finland",64,26,"1/23/20",0
"356","French Guiana","France",3.9339,-53.1258,"1/23/20",0
"357","French Polynesia","France",-17.6797,149.4068,"1/23/20",0
"358","Guadeloupe","France",16.25,-61.5833,"1/23/20",0
"359","Mayotte","France",-12.8275,45.1662,"1/23/20",0
"360","New Caledonia","France",-20.9043,165.618,"1/23/20",0
"361","Reunion","France",-21.1351,55.2471,"1/23/20",0
"362","Saint Barthelemy","France",17.9,-62.8333,"1/23/20",0
"363","St Martin","France",18.0708,-63.0501,"1/23/20",0
"364","Martinique","France",14.6415,-61.0242,"1/23/20",0
"365","","France",46.2276,2.2137,"1/23/20",0
"366","","Gabon",-0.8037,11.6094,"1/23/20",0
"367","","Gambia",13.4432,-15.3101,"1/23/20",0
"368","","Georgia",42.3154,43.3569,"1/23/20",0
"369","","Germany",51,9,"1/23/20",0
"370","","Ghana",7.9465,-1.0232,"1/23/20",0
"371","","Greece",39.0742,21.8243,"1/23/20",0
"372","","Guatemala",15.7835,-90.2308,"1/23/20",0
"373","","Guinea",9.9456,-9.6966,"1/23/20",0
"374","","Guyana",5,-58.75,"1/23/20",0
"375","","Haiti",18.9712,-72.2852,"1/23/20",0
"376","","Holy See",41.9029,12.4534,"1/23/20",0
"377","","Honduras",15.2,-86.2419,"1/23/20",0
"378","","Hungary",47.1625,19.5033,"1/23/20",0
"379","","Iceland",64.9631,-19.0208,"1/23/20",0
"380","","India",21,78,"1/23/20",0
"381","","Indonesia",-0.7893,113.9213,"1/23/20",0
"382","","Iran",32,53,"1/23/20",0
"383","","Iraq",33,44,"1/23/20",0
"384","","Ireland",53.1424,-7.6921,"1/23/20",0
"385","","Israel",31,35,"1/23/20",0
"386","","Italy",43,12,"1/23/20",0
"387","","Jamaica",18.1096,-77.2975,"1/23/20",0
"388","","Japan",36,138,"1/23/20",0
"389","","Jordan",31.24,36.51,"1/23/20",0
"390","","Kazakhstan",48.0196,66.9237,"1/23/20",0
"391","","Kenya",-0.0236,37.9062,"1/23/20",0
"392","","Korea, South",36,128,"1/23/20",0
"393","","Kuwait",29.5,47.75,"1/23/20",0
"394","","Kyrgyzstan",41.2044,74.7661,"1/23/20",0
"395","","Latvia",56.8796,24.6032,"1/23/20",0
"396","","Lebanon",33.8547,35.8623,"1/23/20",0
"397","","Liberia",6.4281,-9.4295,"1/23/20",0
"398","","Liechtenstein",47.14,9.55,"1/23/20",0
"399","","Lithuania",55.1694,23.8813,"1/23/20",0
"400","","Luxembourg",49.8153,6.1296,"1/23/20",0
"401","","Madagascar",-18.7669,46.8691,"1/23/20",0
"402","","Malaysia",2.5,112.5,"1/23/20",0
"403","","Maldives",3.2028,73.2207,"1/23/20",0
"404","","Malta",35.9375,14.3754,"1/23/20",0
"405","","Mauritania",21.0079,10.9408,"1/23/20",0
"406","","Mauritius",-20.2,57.5,"1/23/20",0
"407","","Mexico",23.6345,-102.5528,"1/23/20",0
"408","","Moldova",47.4116,28.3699,"1/23/20",0
"409","","Monaco",43.7333,7.4167,"1/23/20",0
"410","","Mongolia",46.8625,103.8467,"1/23/20",0
"411","","Montenegro",42.5,19.3,"1/23/20",0
"412","","Morocco",31.7917,-7.0926,"1/23/20",0
"413","","Namibia",-22.9576,18.4904,"1/23/20",0
"414","","Nepal",28.1667,84.25,"1/23/20",0
"415","Aruba","Netherlands",12.5186,-70.0358,"1/23/20",0
"416","Curacao","Netherlands",12.1696,-68.99,"1/23/20",0
"417","Sint Maarten","Netherlands",18.0425,-63.0548,"1/23/20",0
"418","","Netherlands",52.1326,5.2913,"1/23/20",0
"419","","New Zealand",-40.9006,174.886,"1/23/20",0
"420","","Nicaragua",12.8654,-85.2072,"1/23/20",0
"421","","Niger",17.6078,8.0817,"1/23/20",0
"422","","Nigeria",9.082,8.6753,"1/23/20",0
"423","","North Macedonia",41.6086,21.7453,"1/23/20",0
"424","","Norway",60.472,8.4689,"1/23/20",0
"425","","Oman",21,57,"1/23/20",0
"426","","Pakistan",30.3753,69.3451,"1/23/20",0
"427","","Panama",8.538,-80.7821,"1/23/20",0
"428","","Papua New Guinea",-6.315,143.9555,"1/23/20",0
"429","","Paraguay",-23.4425,-58.4438,"1/23/20",0
"430","","Peru",-9.19,-75.0152,"1/23/20",0
"431","","Philippines",13,122,"1/23/20",0
"432","","Poland",51.9194,19.1451,"1/23/20",0
"433","","Portugal",39.3999,-8.2245,"1/23/20",0
"434","","Qatar",25.3548,51.1839,"1/23/20",0
"435","","Romania",45.9432,24.9668,"1/23/20",0
"436","","Russia",60,90,"1/23/20",0
"437","","Rwanda",-1.9403,29.8739,"1/23/20",0
"438","","Saint Lucia",13.9094,-60.9789,"1/23/20",0
"439","","Saint Vincent and the Grenadines",12.9843,-61.2872,"1/23/20",0
"440","","San Marino",43.9424,12.4578,"1/23/20",0
"441","","Saudi Arabia",24,45,"1/23/20",0
"442","","Senegal",14.4974,-14.4524,"1/23/20",0
"443","","Serbia",44.0165,21.0059,"1/23/20",0
"444","","Seychelles",-4.6796,55.492,"1/23/20",0
"445","","Singapore",1.2833,103.8333,"1/23/20",0
"446","","Slovakia",48.669,19.699,"1/23/20",0
"447","","Slovenia",46.1512,14.9955,"1/23/20",0
"448","","Somalia",5.1521,46.1996,"1/23/20",0
"449","","South Africa",-30.5595,22.9375,"1/23/20",0
"450","","Spain",40,-4,"1/23/20",0
"451","","Sri Lanka",7,81,"1/23/20",0
"452","","Sudan",12.8628,30.2176,"1/23/20",0
"453","","Suriname",3.9193,-56.0278,"1/23/20",0
"454","","Sweden",63,16,"1/23/20",0
"455","","Switzerland",46.8182,8.2275,"1/23/20",0
"456","","Taiwan*",23.7,121,"1/23/20",0
"457","","Tanzania",-6.369,34.8888,"1/23/20",0
"458","","Thailand",15,101,"1/23/20",0
"459","","Togo",8.6195,0.8248,"1/23/20",0
"460","","Trinidad and Tobago",10.6918,-61.2225,"1/23/20",0
"461","","Tunisia",34,9,"1/23/20",0
"462","","Turkey",38.9637,35.2433,"1/23/20",0
"463","","Uganda",1,32,"1/23/20",0
"464","","Ukraine",48.3794,31.1656,"1/23/20",0
"465","","United Arab Emirates",24,54,"1/23/20",0
"466","Bermuda","United Kingdom",32.3078,-64.7505,"1/23/20",0
"467","Cayman Islands","United Kingdom",19.3133,-81.2546,"1/23/20",0
"468","Channel Islands","United Kingdom",49.3723,-2.3644,"1/23/20",0
"469","Gibraltar","United Kingdom",36.1408,-5.3536,"1/23/20",0
"470","Isle of Man","United Kingdom",54.2361,-4.5481,"1/23/20",0
"471","Montserrat","United Kingdom",16.7425,-62.1874,"1/23/20",0
"472","","United Kingdom",55.3781,-3.436,"1/23/20",0
"473","","Uruguay",-32.5228,-55.7658,"1/23/20",0
"474","","US",37.0902,-95.7129,"1/23/20",0
"475","","Uzbekistan",41.3775,64.5853,"1/23/20",0
"476","","Venezuela",6.4238,-66.5897,"1/23/20",0
"477","","Vietnam",16,108,"1/23/20",0
